Client_No,Branch,Gender,D.O.B,Segment,Nationality,JoinDate,Last_transn
274,AGENCE DE KENYA ,F,1/1/1977,RETAIL                        ,RW,5/30/2017,7/2/2019
275,AGENCE DE KENYA ,F,2/18/2000,RETAIL                        ,RW,6/17/2019,1/1/1900
276,AGENCE DE KENYA ,C,1/1/1900,RETAIL                        ,RW,8/22/2017,7/15/2019
277,AGENCE DE KENYA ,F,5/8/1981,RETAIL                        ,RW,11/8/2016,7/15/2019
278,AGENCE DE KENYA ,M,6/14/2004,RETAIL                        ,RW,1/28/2016,5/20/2019
279,AGENCE DE KENYA ,M,1/1/1988,RETAIL                        ,RW,7/9/2013,11/27/2015
280,AGENCE DE KENYA ,M,2/27/1956,RETAIL                        ,RW,1/10/2017,4/23/2018
281,AGENCE DE KENYA ,F,1/20/1961,RETAIL                        ,RW,8/25/2014,11/20/2014
282,AGENCE DE KENYA ,M,1/7/1989,RETAIL                        ,RW,1/31/2013,6/30/2014
283,AGENCE DE KENYA ,C,1/1/1900,RETAIL                        ,RW,3/19/2013,7/15/2019
284,AGENCE DE KENYA ,F,1/1/1989,RETAIL                        ,RW,11/10/2015,3/19/2018
285,AGENCE DE KENYA ,M,1/1/1972,RETAIL                        ,RW,8/17/2012,1/21/2016
286,AGENCE DE KENYA ,M,1/10/1981,RETAIL                        ,RW,8/16/2018,3/7/2019
287,AGENCE DE KENYA ,M,1/1/1996,RETAIL                        ,RW,7/26/2018,6/20/2019
288,AGENCE DE KENYA ,M,1/1/1989,RETAIL                        ,RW,5/8/2013,7/8/2019
289,AGENCE DE KENYA ,F,12/31/1966,RETAIL                        ,RW,8/9/2017,3/4/2019
290,AGENCE DE KENYA ,M,1/1/1991,RETAIL                        ,RW,3/22/2019,7/11/2019
291,AGENCE DE KENYA ,M,10/10/1990,RETAIL                        ,RW,3/8/2017,8/1/2018
292,AGENCE DE KENYA ,M,11/28/1991,RETAIL                        ,RW,1/16/2019,7/5/2019
293,AGENCE DE KENYA ,F,6/6/1978,RETAIL                        ,RW,8/5/2016,2/21/2019
294,AGENCE DE KENYA ,F,1/1/1972,RETAIL                        ,RW,8/7/2014,7/8/2019
295,AGENCE DE KENYA ,F,1/1/1992,RETAIL                        ,RW,9/11/2018,7/5/2019
296,AGENCE DE KENYA ,M,3/30/1997,RETAIL                        ,RW,11/2/2017,7/9/2019
297,AGENCE DE KENYA ,F,1/1/1986,RETAIL                        ,RW,9/20/2012,7/8/2019
298,AGENCE DE KENYA ,M,4/8/1980,RETAIL                        ,RW,1/17/2018,11/19/2018
299,AGENCE DE KENYA ,F,1/1/1985,RETAIL                        ,RW,10/31/2013,7/3/2019
300,AGENCE DE KENYA ,C,1/1/1900,RETAIL                        ,RW,10/12/2012,10/10/2016
301,AGENCE DE KENYA ,F,3/22/2000,RETAIL                        ,RW,3/5/2018,6/28/2019
302,AGENCE DE KENYA ,M,10/28/1974,RETAIL                        ,MY,8/7/2017,8/27/2018
303,AGENCE DE KENYA ,F,1/1/1983,RETAIL                        ,RW,1/16/2014,11/27/2015
304,AGENCE DE KENYA ,F,9/17/1983,RETAIL                        ,RW,9/16/2014,10/10/2016
305,AGENCE DE KENYA ,F,1/1/1999,RETAIL                        ,RW,8/6/2018,10/31/2018
306,AGENCE DE KENYA ,M,7/28/1962,RETAIL                        ,RW,9/20/2013,5/20/2014
307,AGENCE DE KENYA ,M,1/1/1991,RETAIL                        ,RW,1/15/2019,7/15/2019
308,AGENCE DE KENYA ,M,1/1/1994,RETAIL                        ,RW,3/7/2019,6/10/2019
309,AGENCE DE KENYA ,M,1/1/1986,RETAIL                        ,RW,5/20/2014,9/22/2014
310,AGENCE DE KENYA ,C,1/1/1900,RETAIL                        ,RW,12/8/2014,7/5/2019
311,AGENCE DE KENYA ,M,7/18/1961,RETAIL                        ,RW,11/19/2013,12/31/2018
312,AGENCE DE KENYA ,M,1/1/1988,RETAIL                        ,RW,6/12/2014,7/15/2019
313,AGENCE DE KENYA ,M,10/8/1959,RETAIL                        ,RW,5/8/2017,9/22/2017
314,AGENCE DE KENYA ,M,1/30/1961,RETAIL                        ,RW,3/31/2014,4/4/2016
315,AGENCE DE KENYA ,M,1/1/1987,RETAIL                        ,RW,11/24/2015,7/8/2019
316,AGENCE DE KENYA ,M,7/12/1977,RETAIL                        ,RW,5/13/2019,7/15/2019
317,AGENCE DE KENYA ,M,1/1/1976,RETAIL                        ,RW,8/16/2018,11/13/2018
318,AGENCE DE KENYA ,F,7/1/1993,RETAIL                        ,RW,1/15/2019,7/5/2019
319,AGENCE DE KENYA ,M,3/3/1984,RETAIL                        ,RW,11/15/2017,1/17/2018
320,AGENCE DE KENYA ,M,1/1/1989,RETAIL                        ,RW,12/3/2013,4/14/2016
321,AGENCE DE KENYA ,M,5/1/1984,RETAIL                        ,RW,11/26/2015,2/9/2016
322,AGENCE DE KENYA ,M,12/13/1992,RETAIL                        ,RW,7/10/2017,12/29/2017
323,AGENCE DE KENYA ,F,1/1/1982,RETAIL                        ,RW,11/20/2014,7/11/2019
324,AGENCE DE KENYA ,F,12/8/1986,RETAIL                        ,RW,5/28/2014,7/8/2019
325,AGENCE DE KENYA ,C,1/1/1900,RETAIL                        ,RW,1/28/2019,7/15/2019
326,AGENCE DE KENYA ,M,1/1/1993,RETAIL                        ,RW,8/3/2016,7/15/2019
327,AGENCE DE KENYA ,M,10/2/1959,RETAIL                        ,RW,2/14/2019,6/28/2019
328,AGENCE DE KENYA ,M,1/1/1987,RETAIL                        ,RW,2/1/2016,2/22/2016
329,AGENCE DE KENYA ,M,10/1/1987,RETAIL                        ,RW,8/8/2016,11/22/2018
330,AGENCE DE KENYA ,C,1/1/1900,RETAIL                        ,RW,5/3/2018,7/15/2019
331,AGENCE DE KENYA ,M,1/1/1978,RETAIL                        ,RW,12/7/2015,8/23/2016
332,AGENCE DE KENYA ,M,1/1/1991,RETAIL                        ,RW,7/25/2016,7/8/2019
333,AGENCE DE KENYA ,F,1/1/1981,RETAIL                        ,RW,8/1/2016,12/28/2018
334,AGENCE DE KENYA ,M,6/11/1999,RETAIL                        ,RW,4/29/2019,7/15/2019
335,AGENCE DE KENYA ,M,1/1/1977,RETAIL                        ,RW,7/14/2015,4/18/2016
336,AGENCE DE KENYA ,M,1/27/2000,RETAIL                        ,RW,11/29/2018,2/4/2019
337,AGENCE DE KENYA ,F,12/29/1999,RETAIL                        ,RW,4/26/2019,7/1/2019
338,AGENCE DE KENYA ,F,1/1/1984,RETAIL                        ,RW,12/12/2016,4/26/2017
339,AGENCE DE KENYA ,M,1/1/1989,RETAIL                        ,RW,8/8/2016,2/19/2019
340,AGENCE DE KENYA ,M,1/1/1962,RETAIL                        ,RW,1/18/2016,3/29/2017
341,AGENCE DE KENYA ,M,2/1/1992,RETAIL                        ,RW,2/12/2018,7/1/2019
342,AGENCE DE KENYA ,M,1/1/1996,RETAIL                        ,RW,2/5/2016,1/1/1900
343,AGENCE DE KENYA ,F,10/11/1995,RETAIL                        ,RW,6/19/2018,7/15/2019
344,AGENCE DE KENYA ,M,8/12/1991,RETAIL                        ,GB,8/16/2016,5/8/2019
345,AGENCE DE KENYA ,C,1/1/1900,SMEs-Small& medium enterp-CORP,RW,10/10/2017,7/15/2019
346,AGENCE DE KENYA ,M,1/10/1990,SMEs-Small& medium enterp-CORP,RW,12/19/2017,1/16/2018
347,AGENCE DE KENYA ,M,8/14/1973,SMEs-Small& medium enterp-CORP,RW,9/25/2017,7/3/2019
348,AGENCE DE KENYA ,M,1/1/2001,SMEs-Small& medium enterp-CORP,RW,1/10/2019,5/17/2019
349,AGENCE DE KENYA ,F,2/5/1979,RETAIL                        ,RW,2/20/2019,7/12/2019
350,AGENCE DE KENYA ,M,5/3/1978,MICRO ENTERPRISES             ,RW,8/2/2016,6/27/2019
351,AGENCE DE KENYA ,M,7/25/1954,SMEs-Small& medium enterp-CORP,RW,6/27/2019,7/15/2019
352,AGENCE DE KENYA ,F,7/22/1997,SMEs-Small& medium enterp-CORP,RW,2/1/2016,7/15/2019
353,AGENCE DE KENYA ,F,1/28/1989,SMEs-Small& medium enterp-CORP,RW,10/26/2017,7/15/2019
354,AGENCE DE KENYA ,F,3/24/1961,SMEs-Small& medium enterp-CORP,RW,12/1/2015,11/25/2016
355,AGENCE DE KENYA ,F,12/22/1988,SMEs-Small& medium enterp-CORP,RW,2/8/2017,5/14/2019
356,AGENCE DE KENYA ,M,10/17/1989,SMEs-Small& medium enterp-CORP,RW,8/16/2018,7/3/2019
357,AGENCE DE KENYA ,F,8/10/1973,SMEs-Small& medium enterp-CORP,RW,2/2/2017,7/15/2019
358,AGENCE DE KENYA ,F,10/28/1975,SMEs-Small& medium enterp-CORP,RW,11/24/2016,7/15/2019
359,AGENCE DE KENYA ,M,5/19/1987,SMEs-Small& medium enterp-CORP,RW,3/14/2016,11/30/2017
360,AGENCE DE KENYA ,M,9/25/1974,SMEs-Small& medium enterp-CORP,RW,10/5/2018,10/5/2018
361,AGENCE DE KENYA ,M,1/21/2009,SMEs-Small& medium enterp-CORP,RW,10/15/2013,1/1/1900
362,AGENCE DE KENYA ,F,12/1/1958,SMEs-Small& medium enterp-CORP,RW,8/17/2015,12/1/2016
363,AGENCE DE KENYA ,F,1/1/1967,SMEs-Small& medium enterp-CORP,RW,4/5/2017,5/13/2019
364,AGENCE DE KENYA ,C,1/1/1900,SMEs-Small& medium enterp-CORP,RW,2/28/2019,6/10/2019
365,AGENCE DE KENYA ,M,1/1/1995,SMEs-Small& medium enterp-CORP,RW,11/29/2017,4/23/2018
366,AGENCE DE KENYA ,F,1/1/1957,SMEs-Small& medium enterp-CORP,RW,11/30/2012,12/1/2015
367,AGENCE DE KENYA ,M,1/1/1986,RETAIL                        ,RW,9/11/2012,4/1/2019
368,AGENCE DE KENYA ,M,7/3/1996,SMEs-Small& medium enterp-CORP,RW,5/23/2016,9/22/2017
369,AGENCE DE KENYA ,M,1/1/1993,RETAIL                        ,RW,3/5/2019,7/15/2019
370,AGENCE DE KENYA ,F,7/27/1984,RETAIL                        ,RW,8/24/2015,6/7/2017
371,AGENCE DE BOSTWANA          ,F,1/1/1993,SMEs-Small& medium enterp-CORP,RW,5/20/2016,8/30/2016
372,AGENCE DE BOSTWANA          ,M,1/1/1997,RETAIL                        ,RW,3/19/2019,7/10/2019
373,AGENCE DE BOSTWANA          ,M,1/1/1995,RETAIL                        ,RW,7/2/2019,1/1/1900
374,AGENCE DE BOSTWANA          ,M,1/1/1998,SMEs-Small& medium enterp-CORP,RW,3/20/2019,1/1/1900
375,AGENCE DE BOSTWANA          ,M,1/1/1987,RETAIL                        ,RW,12/27/2016,4/6/2018
376,AGENCE DE BOSTWANA          ,M,1/1/1979,SMEs-Small& medium enterp-CORP,RW,7/14/2017,8/28/2017
377,AGENCE DE BOSTWANA          ,F,1/1/1992,RETAIL                        ,RW,10/15/2018,7/5/2019
378,AGENCE DE BOSTWANA          ,M,1/1/1979,RETAIL                        ,RW,1/10/2014,7/5/2019
379,AGENCE DE BOSTWANA          ,M,1/1/1985,RETAIL                        ,RW,4/9/2013,12/23/2014
380,AGENCE DE BOSTWANA          ,C,1/1/1900,RETAIL                        ,RW,8/22/2016,4/18/2018
381,AGENCE DE BOSTWANA          ,M,8/26/1979,RETAIL                        ,RW,5/29/2014,11/27/2015
382,AGENCE DE BOSTWANA          ,F,1/1/1983,RETAIL                        ,RW,4/23/2014,12/31/2018
383,AGENCE DE BOSTWANA          ,F,11/15/1991,RETAIL                        ,RW,9/11/2012,7/12/2019
384,AGENCE DE BOSTWANA          ,M,1/1/1998,RETAIL                        ,RW,10/22/2018,4/10/2019
385,AGENCE DE BOSTWANA          ,F,6/17/1994,RETAIL                        ,RW,6/14/2019,6/14/2019
386,AGENCE DE BOSTWANA          ,M,3/18/1992,SMEs-Small& medium enterp-CORP,RW,4/30/2019,7/15/2019
387,AGENCE DE BOSTWANA          ,M,2/18/1983,RETAIL                        ,RW,1/25/2017,7/10/2019
388,AGENCE DE BOSTWANA          ,M,10/27/1963,RETAIL                        ,RW,8/8/2018,10/1/2018
389,AGENCE DE BOSTWANA          ,F,7/27/1989,RETAIL                        ,RW,3/28/2013,7/5/2019
390,AGENCE DE BOSTWANA          ,M,10/21/1962,RETAIL                        ,RW,6/30/2017,10/4/2017
391,AGENCE DE BOSTWANA          ,M,9/14/1994,RETAIL                        ,RW,8/8/2016,12/26/2017
392,AGENCE DE BOSTWANA          ,M,1/1/1962,RETAIL                        ,RW,8/5/2016,7/9/2019
393,AGENCE DE BOSTWANA          ,C,1/1/1900,RETAIL                        ,RW,10/8/2012,9/28/2017
394,AGENCE DE BOSTWANA          ,M,7/12/1985,SMEs-Small& medium enterp-CORP,RW,5/3/2018,8/1/2018
395,AGENCE DE BOSTWANA          ,M,1/1/1994,RETAIL                        ,RW,7/29/2016,7/9/2019
396,AGENCE DE BOSTWANA          ,M,1/1/1987,RETAIL                        ,RW,6/12/2014,6/8/2016
397,AGENCE DE BOSTWANA          ,F,1/1/1996,RETAIL                        ,RW,4/12/2019,6/26/2019
398,AGENCE DE BOSTWANA          ,M,1/1/1980,RETAIL                        ,RW,4/11/2013,6/30/2017
399,AGENCE DE BOSTWANA          ,M,10/12/1994,SMEs-Small& medium enterp-CORP,RW,11/8/2012,9/27/2013
400,AGENCE DE BOSTWANA          ,F,3/12/1989,RETAIL                        ,RW,9/21/2012,1/21/2016
401,AGENCE DE BOSTWANA          ,F,12/25/1972,RETAIL                        ,RW,8/1/2012,2/26/2014
402,AGENCE DE BOSTWANA          ,F,1/1/1999,RETAIL                        ,RW,11/5/2018,7/1/2019
403,AGENCE DE BOSTWANA          ,M,1/1/1994,RETAIL                        ,RW,8/5/2016,3/9/2018
404,AGENCE DE BOSTWANA          ,C,1/1/1900,RETAIL                        ,RW,5/9/2018,5/28/2019
405,AGENCE DE BOSTWANA          ,M,1/1/1962,SMEs-Small& medium enterp-CORP,RW,8/1/2016,10/27/2017
406,AGENCE DE BOSTWANA          ,M,1/1/1988,RETAIL                        ,RW,9/11/2012,1/21/2016
407,AGENCE DE BOSTWANA          ,F,6/30/1989,SMEs-Small& medium enterp-CORP,RW,8/10/2012,6/30/2014
408,AGENCE DE BOSTWANA          ,F,3/12/1988,SMEs-Small& medium enterp-CORP,RW,4/16/2013,2/26/2014
409,AGENCE DE BOSTWANA          ,C,1/1/1900,RETAIL                        ,RW,2/6/2019,4/2/2019
410,AGENCE DE BOSTWANA          ,M,1/1/1987,RETAIL                        ,RW,2/12/2019,7/15/2019
411,AGENCE DE BOSTWANA          ,M,11/5/1982,RETAIL                        ,AN,4/25/2018,5/14/2019
412,AGENCE DE BOSTWANA          ,M,1/1/1957,RETAIL                        ,RW,6/4/2014,11/27/2015
413,AGENCE DE BOSTWANA          ,M,1/1/1980,RETAIL                        ,RW,3/6/2013,10/10/2016
414,AGENCE DE BOSTWANA          ,F,4/18/1997,RETAIL                        ,RW,10/18/2018,7/8/2019
415,AGENCE DE BOSTWANA          ,F,1/1/1988,RETAIL                        ,RW,12/27/2012,9/27/2013
416,AGENCE DE BOSTWANA          ,F,7/27/1979,RETAIL                        ,RW,10/5/2012,7/15/2019
417,AGENCE DE BOSTWANA          ,M,5/9/1996,RETAIL                        ,RW,1/11/2018,7/9/2019
418,AGENCE DE BOSTWANA          ,F,1/1/1970,RETAIL                        ,RW,2/8/2013,9/30/2014
419,AGENCE DE BOSTWANA          ,M,5/4/1980,RETAIL                        ,RW,4/26/2017,7/15/2019
420,AGENCE DE BOSTWANA          ,M,2/20/1985,RETAIL                        ,RW,6/19/2013,2/26/2014
421,AGENCE DE BOSTWANA          ,M,1/1/1996,RETAIL                        ,RW,10/16/2018,7/8/2019
422,AGENCE DE BOSTWANA          ,M,1/1/1979,RETAIL                        ,RW,5/22/2018,7/3/2018
423,AGENCE DE BOSTWANA          ,F,7/16/1979,RETAIL                        ,ZW,1/15/2013,3/30/2017
424,AGENCE DE BOSTWANA          ,M,1/11/2000,RETAIL                        ,RW,3/19/2019,7/12/2019
425,AGENCE DE BOSTWANA          ,C,1/1/1900,RETAIL                        ,RW,4/6/2015,7/15/2019
426,AGENCE DE BOSTWANA          ,M,1/1/1993,RETAIL                        ,RW,11/5/2018,7/3/2019
427,AGENCE DE BOSTWANA          ,M,11/27/1969,RETAIL                        ,IE,11/30/2015,1/11/2016
428,AGENCE DE BOSTWANA          ,F,12/12/1971,RETAIL                        ,RW,5/5/2017,5/5/2017
429,AGENCE DE BOSTWANA          ,M,12/17/1996,RETAIL                        ,RW,10/22/2018,7/3/2019
430,AGENCE DE BOSTWANA          ,F,1/1/1985,RETAIL                        ,RW,9/20/2012,7/5/2019
431,AGENCE DE BOSTWANA          ,C,1/1/1900,RETAIL                        ,RW,9/4/2013,2/26/2014
432,AGENCE DE BOSTWANA          ,M,6/18/1979,RETAIL                        ,RW,12/7/2016,7/15/2019
433,AGENCE DE BOSTWANA          ,M,2/26/1974,RETAIL                        ,RW,7/20/2015,10/27/2016
434,AGENCE DE BOSTWANA          ,M,8/8/1958,RETAIL                        ,RW,4/15/2015,2/18/2016
435,AGENCE DE BOSTWANA          ,M,1/1/1984,RETAIL                        ,RW,10/23/2012,10/10/2016
436,AGENCE DE BOSTWANA          ,F,7/12/1973,RETAIL                        ,RW,2/11/2013,1/5/2016
437,AGENCE DE BOSTWANA          ,C,1/1/1900,RETAIL                        ,RW,10/24/2013,7/9/2019
438,AGENCE DE BOSTWANA          ,M,4/6/1978,RETAIL                        ,RW,12/21/2012,7/9/2019
439,AGENCE DE BOSTWANA          ,M,1/1/1985,RETAIL                        ,RW,3/22/2019,7/9/2019
440,AGENCE DE BOSTWANA          ,F,3/23/1999,RETAIL                        ,RW,12/7/2017,7/15/2019
441,AGENCE DE BOSTWANA          ,M,1/1/1995,RETAIL                        ,RW,5/2/2018,7/1/2019
442,AGENCE DE BOSTWANA          ,M,9/14/1979,RETAIL                        ,BI,6/5/2018,7/1/2019
443,AGENCE DE BOSTWANA          ,M,6/2/1991,RETAIL                        ,RW,12/14/2017,12/21/2017
444,AGENCE DE BOSTWANA          ,F,9/25/1995,RETAIL                        ,RW,11/15/2017,1/31/2018
445,AGENCE DE BOSTWANA          ,M,8/3/2013,RETAIL                        ,RW,5/5/2014,1/1/1900
446,AGENCE DE BOSTWANA          ,M,6/15/1992,RETAIL                        ,RW,2/19/2018,7/15/2019
447,AGENCE DE BOSTWANA          ,M,1/1/1975,RETAIL                        ,RW,8/1/2016,2/20/2019
448,AGENCE DE BOSTWANA          ,M,1/1/1991,RETAIL                        ,RW,5/3/2018,7/15/2019
449,AGENCE DE BOSTWANA          ,C,1/1/1900,RETAIL                        ,RW,4/22/2019,7/15/2019
450,AGENCE DE BOSTWANA          ,F,8/4/1996,RETAIL                        ,RW,10/9/2018,7/15/2019
451,AGENCE DE BOSTWANA          ,F,1/1/1987,RETAIL                        ,RW,7/11/2018,6/20/2019
452,AGENCE DE BOSTWANA          ,M,1/1/1993,RETAIL                        ,RW,8/5/2016,12/31/2018
453,AGENCE DE BOSTWANA          ,M,11/24/1997,RETAIL                        ,RW,7/12/2017,10/9/2017
454,AGENCE DE BOSTWANA          ,M,12/10/1990,RETAIL                        ,RW,4/3/2014,10/18/2017
455,AGENCE DE BOSTWANA          ,M,2/8/1983,RETAIL                        ,RW,12/4/2012,7/15/2019
456,AGENCE DE BOSTWANA          ,M,12/30/2017,RETAIL                        ,RW,1/14/2019,7/12/2019
457,AGENCE DE BOSTWANA          ,F,1/11/1939,RETAIL                        ,RW,3/23/2015,3/2/2017
458,AGENCE DE BOSTWANA          ,F,1/1/1983,RETAIL                        ,RW,11/25/2014,6/4/2015
459,AGENCE DE BOSTWANA          ,C,1/1/1900,RETAIL                        ,RW,9/21/2018,7/8/2019
460,AGENCE DE BOSTWANA          ,F,5/7/1987,RETAIL                        ,RW,5/22/2014,6/4/2019
461,AGENCE DE BOSTWANA          ,F,12/1/1991,RETAIL                        ,RW,2/5/2016,1/1/1900
462,AGENCE DE BOSTWANA          ,F,1/1/1980,RETAIL                        ,RW,10/3/2012,9/10/2013
463,AGENCE DE BOSTWANA          ,M,1/1/1997,RETAIL                        ,RW,1/23/2018,7/15/2019
464,AGENCE DE BOSTWANA          ,F,1/1/1999,RETAIL                        ,RW,12/6/2018,2/6/2019
465,AGENCE DE BOSTWANA          ,M,1/1/1955,RETAIL                        ,RW,3/14/2016,7/20/2018
466,AGENCE DE BOSTWANA          ,M,2/7/1996,RETAIL                        ,RW,4/12/2018,7/5/2018
467,AGENCE DE BOSTWANA          ,M,1/1/1993,RETAIL                        ,RW,1/4/2019,7/5/2019
468,AGENCE DE BOSTWANA          ,F,2/9/1991,RETAIL                        ,RW,9/28/2018,7/9/2019
469,AGENCE DE BOSTWANA          ,F,8/30/1962,RETAIL                        ,RW,10/30/2012,4/12/2016
470,AGENCE DE BOSTWANA          ,M,1/1/1983,RETAIL                        ,RW,9/21/2016,7/11/2019
471,AGENCE DE BOSTWANA          ,M,1/1/1994,RETAIL                        ,RW,2/1/2016,1/1/1900
472,AGENCE DE BOSTWANA          ,M,11/24/1989,RETAIL                        ,BD,1/31/2019,7/15/2019
473,AGENCE DE BOSTWANA          ,F,1/8/1989,RETAIL                        ,RW,10/8/2013,3/28/2018
474,AGENCE DE BOSTWANA          ,C,1/1/1900,RETAIL                        ,RW,4/22/2019,4/22/2019
475,AGENCE DE BOSTWANA          ,M,6/16/1976,RETAIL                        ,RW,9/27/2012,6/10/2019
476,AGENCE DE BOSTWANA          ,M,5/3/1989,RETAIL                        ,RW,6/11/2014,7/5/2019
477,AGENCE DE BOSTWANA          ,M,7/16/2009,RETAIL                        ,RW,3/28/2014,11/29/2017
478,AGENCE DE BOSTWANA          ,F,7/30/1986,RETAIL                        ,RW,5/28/2019,7/10/2019
479,AGENCE DE BOSTWANA          ,M,1/1/1988,RETAIL                        ,RW,10/25/2017,3/26/2018
480,AGENCE DE BOSTWANA          ,M,1/1/1995,RETAIL                        ,RW,4/14/2017,1/1/1900
481,AGENCE DE BOSTWANA          ,F,1/1/1991,RETAIL                        ,RW,10/9/2018,7/8/2019
482,AGENCE DE BOSTWANA          ,M,1/1/1974,RETAIL                        ,RW,9/18/2017,4/22/2019
483,AGENCE DE BOSTWANA          ,F,1/1/1990,RETAIL                        ,RW,1/31/2019,3/18/2019
484,AGENCE DE BOSTWANA          ,M,1/1/1982,RETAIL                        ,RW,6/6/2018,7/3/2019
485,AGENCE DE BOSTWANA          ,F,6/3/1992,RETAIL                        ,RW,4/23/2018,5/10/2018
486,AGENCE DE BOSTWANA          ,M,1/1/1999,RETAIL                        ,RW,7/12/2018,1/1/1900
487,AGENCE DE BOSTWANA          ,M,10/20/1993,RETAIL                        ,RW,3/10/2017,7/9/2019
488,AGENCE DE BOSTWANA          ,M,4/10/1988,RETAIL                        ,BI,3/27/2017,7/15/2019
489,AGENCE DE BOSTWANA          ,M,12/31/1991,RETAIL                        ,RW,11/29/2017,12/29/2017
490,AGENCE DE BOSTWANA          ,M,9/13/1952,RETAIL                        ,RW,9/16/2014,1/5/2016
491,AGENCE DE BOSTWANA          ,M,4/11/1999,RETAIL                        ,RW,10/16/2018,5/16/2019
492,AGENCE DE BOSTWANA          ,C,1/1/1900,RETAIL                        ,RW,1/23/2017,4/8/2019
493,AGENCE DE BOSTWANA          ,M,9/27/1990,RETAIL                        ,RW,12/17/2018,7/8/2019
494,AGENCE DE BOSTWANA          ,F,1/1/1956,RETAIL                        ,RW,9/6/2013,8/10/2018
495,AGENCE DE BOSTWANA          ,F,9/13/1991,RETAIL                        ,RW,12/19/2017,1/1/1900
496,AGENCE DE BOSTWANA          ,M,1/15/1982,RETAIL                        ,RW,9/12/2012,7/1/2019
497,AGENCE DE BOSTWANA          ,M,12/10/1991,RETAIL                        ,GB,10/13/2015,1/3/2018
498,AGENCE DE BOSTWANA          ,C,1/1/1900,RETAIL                        ,RW,4/22/2019,7/15/2019
499,AGENCE DE BOSTWANA          ,C,1/1/1900,RETAIL                        ,RW,6/28/2018,5/24/2019
500,AGENCE DE BOSTWANA          ,M,5/28/1990,RETAIL                        ,RW,9/27/2013,8/24/2015
501,AGENCE DE BOSTWANA          ,M,7/1/1971,RETAIL                        ,BI,11/7/2013,7/1/2019
502,AGENCE DE BOSTWANA          ,M,1/1/1972,RETAIL                        ,RW,11/6/2018,3/27/2019
503,AGENCE DE BOSTWANA          ,F,1/1/1995,RETAIL                        ,RW,8/1/2016,7/10/2019
504,AGENCE DE BOSTWANA          ,M,1/1/1993,RETAIL                        ,RW,6/17/2013,2/26/2014
